time,temperature,gas,humidity,pressure,altitude,Concentration Units (Standard) PM 1.0,Concentration Units (Standard) PM 2.5,Concentration Units (Standard) PM 10.0
1677279816,14.60304688,67092,39.75704863,998.2260504,125.8423108,0,1,2
1677279817,14.555,67200,39.55092479,997.7438585,129.9065366,0,1,2
1677279819,14.49484375,67471,39.61988911,997.400111,132.8048351,0,1,2
1677279820,14.426875,67853,39.76872637,997.2340278,134.2054509,0,1,2
1677279821,14.36320313,68463,39.5726339,996.9992229,136.1859346,0,1,2
1677279822,14.28898438,68519,40.44202227,997.7826988,129.5791068,0,1,2
1677279823,14.22667969,68519,39.98552557,997.4168654,132.6635519,0,1,2
1677279825,14.17023438,68857,39.79566156,997.1384919,135.0112114,0,1,2
1677279826,14.11945313,68857,39.74468847,996.9320426,136.752642,0,1,2
1677279827,14.07042969,68857,39.72843705,996.7606019,138.1989914,0,1,2
1677279828,14.01457031,68632,40.14367829,996.6907256,138.7885573,0,1,2
1677279829,13.96378906,69085,40.35234921,996.6023668,139.534112,0,1,2
1677279831,13.9175,68857,40.52701084,996.541762,140.0455146,0,1,2
1677279832,13.88214844,69085,40.73187605,996.5011469,140.388252,0,0,1
1677279833,13.8425,69256,40.94816462,996.4651414,140.6921003,0,0,1
1677279834,13.7925,69892,41.12887242,996.4286675,140.99991,0,0,1
1677279835,13.73546875,70126,41.28582653,996.4006486,141.2363731,1,1,1
1677279837,13.67492188,70303,41.43675222,996.3920185,141.3092068,1,1,1
1677279838,13.62511719,70185,41.58305374,996.3878718,141.3442032,1,1,1
1677279839,13.58214844,70185,41.75346153,996.3833609,141.3822735,1,1,1
1677279840,13.53546875,70599,41.91200011,996.3810563,141.4017238,1,1,1
1677279841,13.48878906,70778,42.09403158,996.3804275,141.4070306,1,1,1
1677279842,13.45285156,70480,42.25395926,996.3674449,141.5165996,1,2,2
1677279844,13.42140625,70898,42.42618782,996.3619785,141.5627343,1,2,2
1677279845,13.39113281,71078,42.62799097,996.3584703,141.592343,1,2,2
1677279846,13.36925781,71078,42.78398248,996.3589111,141.5886228,1,2,2
1677279847,13.33664063,71381,42.93902265,996.3582107,141.5945334,0,1,1
1677279848,13.30753906,71564,43.08281417,996.3516005,141.6503221,0,1,1
1677279850,13.28292969,71687,43.25657819,996.3508242,141.656874,0,1,1
1677279851,13.26671875,72057,43.43726863,996.3472635,141.6869261,0,1,1
1677279852,13.25675781,71933,43.59523204,996.3474292,141.6855279,0,1,1
1677279853,13.239375,71871,43.72899294,996.3452733,141.7037232,0,1,1
1677279854,13.21964844,72619,43.8626163,996.352666,141.64133,0,1,1
1677279856,13.20714844,72431,43.95575985,996.3586834,141.5905441,0,1,1
1677279857,13.1940625,72999,44.05480077,996.3586662,141.5906898,0,1,1
1677279858,13.18,72999,44.1478865,996.3570129,141.604643,0,1,1
1677279859,13.16300781,73576,44.21114954,996.3538212,141.6315801,0,1,1
1677279860,13.13292969,73447,44.24941285,996.353976,141.6302739,0,1,1
1677279862,13.1034375,73576,44.34099143,996.3534241,141.6349319,0,1,1
1677279863,13.06691406,73835,44.44964373,996.3528804,141.6395204,1,2,2
1677279864,13.01828125,74162,44.55116936,996.3573069,141.602162,1,1,2
1677279865,12.9659375,74492,44.62865151,996.355507,141.6173525,1,1,2
1677279866,12.91710938,74625,44.69467373,996.3579006,141.5971507,1,1,2
1677279868,12.86222656,74892,44.74229172,996.3551916,141.6200142,1,1,2
1677279869,12.8003125,75773,44.77732166,996.3491075,141.6713634,1,1,2
1677279870,12.75226563,75704,44.81974224,996.3443594,141.7114362,1,1,2
1677279871,12.70773438,76048,44.86253975,996.3320284,141.815509,1,1,2
1677279872,12.65695313,76117,44.90469111,996.3277304,141.8517844,1,1,2
1677279873,12.601875,75910,44.98795588,996.3246359,141.877902,1,1,2
1677279875,12.54796875,75979,45.10108025,996.3234923,141.8875538,0,1,1
1677279876,12.495625,76395,45.2144356,996.3266369,141.8610135,0,1,1
1677279877,12.4378125,76745,45.33323074,996.3222871,141.8977259,0,1,1
1677279878,12.37882813,76956,45.45792811,996.3277342,141.8517523,0,1,1
1677279879,12.32179688,77027,45.58291268,996.328029,141.8492643,0,1,1
1677279881,12.27042969,77383,45.70857791,996.3310757,141.8235496,0,1,1
1677279882,12.22179688,77311,45.81075752,996.3286038,141.8444123,1,2,2
1677279883,12.17453125,77598,45.88330091,996.3317768,141.8176324,1,2,2
1677279884,12.12726563,78397,45.9678087,996.3298954,141.8335113,1,2,2
1677279885,12.07609375,78766,46.02805221,996.3180938,141.9331176,1,1,1
1677279887,12.02453125,79213,46.08827196,996.3258015,141.8680642,1,1,1
1677279888,11.97394531,79438,46.08290428,996.3334527,141.8034881,1,1,1
1677279889,11.92824219,79893,46.06611452,996.3358313,141.7834125,1,2,2
1677279890,11.8878125,80818,46.03794826,996.3386388,141.7597178,1,2,2
1677279891,11.845625,80353,45.99766795,996.3368107,141.7751471,1,2,2
1677279893,11.80617188,80430,45.98752833,996.3378796,141.7661249,1,2,2
1677279894,11.76671875,80585,45.98335921,996.3355808,141.7855268,1,2,2
1677279895,11.72648438,80740,46.01491531,996.3420476,141.730948,1,2,2
1677279896,11.68429688,81131,46.08208825,996.3418704,141.7324429,1,2,2
1677279897,11.64230469,81210,46.13138809,996.3487338,141.6745172,1,2,2
1677279898,11.59972656,81447,46.18063786,996.3579659,141.5966,1,2,2
